,msg_sender,sender_text,quoted_sender,quoted_text,msg_datetime,read_more_btn
536,Txmonitoring,Fiber incident update at 15:00_20/01,,,2023-01-20 15:13,
537,hasan yeaseen,"Dear RANM mates , i have told earlier and again requesting now _ whenever you raise an email to OSS for False alarm or Alarm Appearance issue in SEM, please share necessary proof: Screenshot from ENM, SEM Filter Name,  Filter output excel etc.

 If you dont then you/your next shift will have to do that, so double work will be done. 

Specially for 4G alarm issue  keep CNM & CNC in loop.

@Hosna Ara Apu, @Md. Hasib Ur Rahman Vai, @Mahafuj RNM Vai, @Mamun RNM Vai, @Sobuj RNM Vai.",,,2023-01-20 15:15,
538,Barsha,"Bhaia, yesterday raised below sites restored:
Bucket 1: CPSDR90,CPSDR91,CPSDR93 (restored by txfls yesterday)
Bucket 2: CPSDR69,CPSDRA4,CPSDR68 (restored morning by rabbani)

MAin reason is All sites were not reported in SEM as a result this gap happened & CR got Closed. Though details analysis I m checking & will share accordingly.",Jalal Vaia,"Tamanna, it looks all sites of this NCR was down while closing the NCR. 
Please do some gap analysis in details and arrange a discussion with me on Sunday, 22 Jan’23.",2023-01-20 15:16,
539,Hosna Ara,Noted vaia,hasan yeaseen,"Dear RANM mates , i have told earlier and again requesting now _ whenever you raise an email to OSS for False alarm or Alarm Appearance issue in SEM, please share necessary proof: Screenshot from ENM, SEM Filter Name,  Filter output excel etc.

 If you dont then you/your next shift will have to do that, so double work will be done. 

Specially for 4G alarm issue  keep CNM & CNC in loop.

 Apu,  Vai,  Vai,  Vai,  Vai.",2023-01-20 15:16,
540,Jalal Vaia,But we should check all sites under this NCR once dispute arised from some sites.,Barsha,"Bhaia, yesterday raised below sites restored:
Bucket 1: CPSDR90,CPSDR91,CPSDR93 (restored by txfls yesterday)
Bucket 2: CPSDR69,CPSDRA4,CPSDR68 (restored morning by rabbani)

 Though details analysis I m checking & will share accordingly.",2023-01-20 15:17,
541,__omi__,These 2 sites 3G & 4G connected with CTG ENM & 2G in DHK ENM.,Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

  
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
  
  
  
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",2023-01-20 15:24,
542,Barsha,CR got closed before complaining. Also All those sites weren’t captured under CR impact list & alarm not reported this gap observed. Let me explore how can mitigate from our end.,Jalal Vaia,But we should check all sites under this NCR once dispute arised from some sites.,2023-01-20 15:25,
543,__omi__,Dipu Vai also doesn't know how such bizarre happened.,You,These 2 sites 3G & 4G connected with CTG ENM & 2G in DHK ENM.,2023-01-20 15:26,
544,__omi__,checking vaia,Jalal Vaia,Are these 2 sites still down?,2023-01-20 14:07,
545,Jalal Vaia,"Rabbani, could u pls chk these 2 sites?",Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

  
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
  
  
  
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",2023-01-20 14:07,
546,Rabbani,Checking vaiya,Jalal Vaia,"Rabbani, could u pls chk these 2 sites?",2023-01-20 14:07,
547,Sobuj RNM,"Update of Site Down at 14:00 On 20-01-2023

Region: 2G/3G/4G
National: 36/19/46

DHK_M: 4/0/1
DHK_N: 2/2/1
DHK_S: 3/1/3
DHK_O: 6/1/3
CTG_M: 0/0/0
CTG_N: 2/1/17---FHL incident running, 2G site down not working
CTG_S: 0/2/2
COM: 0/0/0
NOA: 6/1/7
SYL: 3/2/3
MYM: 5/2/4
BAR: 3/5/3
KHL: 0/1/0
KUS: 1/0/1
RAJ: 0/0/0
RANG: 1/1/1",,,2023-01-20 14:13,
548,Fls Rokib,"MGSDR01

2G: All cells are Up and taking traffic. 
A cell DL loss found high. Concern : e.co
B cell TCH availability found degraded due to QBPC value mismatch. Concern :RAN BO

3G: All cells are up and taking traffic. No frame loss or vswr issue, hw issue found. RSSI found degraded in busy hour. Concern : SM CCD
No fluctuation observed. No ping loss and delay found. 

4G: All cells are up and taking traffic. No fluctuation observed. s1 succsr, rrc succsr are good for all cells.
DL throughput found degraded of L2100. Concern : SM CCD

Rx branch imbalance fault of antunitgrp 6, 3. Concern : e.co",Jalal Vaia,"Dear FLS, please check the serving site in details along with Tx part.",2023-01-20 14:14,
549,Jalal Vaia,"Tamanna, it looks all sites of this NCR was down while closing the NCR. 
Please do some gap analysis in details and arrange a discussion with me on Sunday, 22 Jan’23.",Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

  
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
  
  
  
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",2023-01-20 14:25,
550,Rabbani,"Restored,  1281,2281 VLAN was untagged at CPSDR54 HRTN01 end",Rabbani,Checking vaiya,2023-01-20 14:26,
551,Jalal Vaia,Great! I feel proud of you guys. Thanks a lot.,Rabbani,"Restored,  1281,2281 VLAN was untagged at CPSDR54 HRTN01 end",2023-01-20 14:35,
552,Jalal Vaia,"Dear SM, pls check any more sites of this CR are down?",Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

  
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
  
  
  
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",2023-01-20 14:40,
553,__omi__,"@Eshtiuk Hossain, please share serving cell",Jalal Vaia,"Dear FLS, please check the serving site in details along with Tx part.",2023-01-20 12:18,
554,__omi__,"1688673055
1613494562",You,"@Eshtiuk Hossain, please share serving cell",2023-01-20 12:18,
555,Eshtiuk Hossain,cheking,You,"1688673055
1613494562",2023-01-20 12:19,
556,Eshtiuk Hossain,"CPHMC01WC
MGSDR01WB",You,"1688673055
1613494562",2023-01-20 12:22,
557,Fls Rokib,Checking vaia,Eshtiuk Hossain,"CPHMC01WC
MGSDR01WB",2023-01-20 12:26,
558,Eshtiuk Hossain,"Network Update
12:00_20/01/2023

PDP SR found 100% in all UGWs except PB03 VUGW06 (SR 98.12%)

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay & Packet loss in Service Performance Report except Dhaka3 Level3 to Facebook

No critical alarms found at PSA Report

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (18:25_19/01/23)",,,2023-01-20 12:31,
559,Eshtiuk Hossain,CNM : Towhid Vaia ( From Now),Gowranggo Risi,"The Duty Handover to Morning shift at 07:30 on 20-Jan-2023:

SM: Omi Vai 
CNM: Eshtiuk Vai
TX_M: Shariful Vai
TX_FLS: Rabbani Vai
RAN_M: Sabuj Vai
RAN

BO Support Concerns for this week (15 January to 21 th January_2023)

CN_BO: CS_ Arif & PS_ Abeer
TX_BO: Toriqul
RAN_BO: Zakeer
OSS: Paroma
IP TNO:  Abul Kashem
TSPR: Monoj
DCN_Net: Mostaq

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bhaiya will take a",2023-01-20 12:48,
560,Baten Vai,"20-Jan'23@12:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-20 13:12,
561,Fls Rokib,"CPHMC01

2G: Currently no ops issue found. All cells are Up and taking traffic. No service impacting alarm or degradation found. No ping loss and delay found. No major KPI degradation found. 

3G: All cells are up and taking traffic. DCH frame loss found in 24 hours data on 19/01. Currently no DCH frame loss found. Suspecting issue happened on working days. Concern : TX No vswr issue, hw issue found. RSSI found good in range. No fluctuation observed. 

4G:  All cells are up and taking traffic. No hw or vswr issue showing currently. No fluctuation observed. s1 succsr, rrc succsr are good for all cells. PRB utilization found very high for L1800.Concern : SM CCD",Jalal Vaia,"Dear FLS, please check the serving site in details along with Tx part.",2023-01-20 13:23,
562,Sobuj RNM,"Incident Notification:
15 2G, 14 3G & 15 4G Sites in Chittagong North are down
Severity: C3
FT: 13:46_20/01
ERT: 04 hrs
POP: KCMHC01,KCMHC02,KCMKC01
Cause: Suspecting fiber cut at FHL end
Area: Khagrachhari Sadar, Mahalchhari, Manikchhari & Naniarchar
Unit: FHL
Tracking ID: RDTXM2310201346",,,2023-01-20 14:00,
563,Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

 Date: 16-01-2023 
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
 Site ID:CPSDR10 
 Purpose: Link Dismental 
 NCR No: 579145 
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",,,2023-01-20 14:04,
564,Jalal Vaia,Are these 2 sites still down?,Jalal Vaia,"CPSDR47 &CPSDR49 are down due to mention CR activities which were not reported in Long outage,Cell down & SEM report as yet. @Sudipto Da, please check and restore the sites ASAP

  
Request ID:
Name: Jahidul Islam Zahid For mamun tc
Company Name: 4k Engineering
Company ID: 892
Contact: 01611594755
  
  
  
key:no:AbLoy
Key received:
Site in time 11: :03:AM
Site out 0: pm
Key delivered:",2023-01-20 14:04,
565,Rabbani,"MGSDR01: POP MGSDR01
POP PO:750Mb, Max Utilization:530Mb
POP Capacity found ok,  No packet loss found from Site to MME with 3000Byte.

CPHMC01:POP CPHMC01 
POP PO:1000Mb, Max Utilization:750Mb,  No packet loss found from Site to MME with 3000Byte.",Jalal Vaia,"Dear FLS, please check the serving site in details along with Tx part.",2023-01-20 14:06,
566,Sobuj RNM,"Update of Site Down at 09:00 On 20-01-2023

Region: 2G/3G/4G
National: 47/23/43

DHK_M: 4/2/4
DHK_N: 4/4/5
DHK_S: 2/0/1
DHK_O: 6/2/2
CTG_M: 1/1/1
CTG_N: 9/0/7
CTG_S: 2/1/3
COM: 1/1/2
NOA: 5/1/5
SYL: 1/1/1
MYM: 6/6/6
BAR: 0/1/0
KHL: 0/1/0
KUS: 2/1/2
RAJ: 2/0/2
RANG: 2/1/2",,,2023-01-20 09:05,
567,__omi__,SCL feedback: Team checked physically & found device malfunction. Preparing new device. ERT: 1.5 hours,Md. Hasib Ur Rahman,"Incident Notification:
5 2G & 5 4G Sites in Chittagong North are down
Severity: C3
FT: 06:33_20/01
ERT:  4 hrs
POP: CGSKD15
Cause: Suspecting fiber issue at SCL end
Area: Sitakunda
Unit: SCL
Tracking ID: RDTXM2310200633",2023-01-20 09:11,
568,Sobuj RNM,"Update of Site Down at 10:00 On 20-01-2023

Region: 2G/3G/4G
National: 43/23/42

DHK_M: 4/1/3
DHK_N: 3/4/5
DHK_S: 2/0/2
DHK_O: 4/1/1
CTG_M: 0/1/0
CTG_N: 8/0/6
CTG_S: 2/2/3
COM: 2/1/4
NOA: 7/3/7
SYL: 2/0/2
MYM: 6/6/6
BAR: 1/2/1
KHL: 0/1/0
KUS: 0/0/0
RAJ: 1/0/1
RANG: 1/1/1",,,2023-01-20 10:02,
569,__omi__,"@Fls Rokib vai, check all tech up/down status..",Md. Hasib Ur Rahman,"Following sites are down, but alarm not appeared in 2G/3G except 4G:
CPSDR69,CPSDRA4,CPSDR68
TXFLS checking ongoing",2023-01-20 07:35,
570,__omi__,check any single one,You,"@Fls Rokib vai, check all tech up/down status..",2023-01-20 07:40,
571,Rabbani,"@__omi__ vai, Restored Now,  Switch port Mismatch at CPSDR15 EMTN-01 for 1469,2469,3469 VLAN",Md. Hasib Ur Rahman,"Following sites are down, but alarm not appeared in 2G/3G except 4G:
CPSDR69,CPSDRA4,CPSDR68
TXFLS checking ongoing",2023-01-20 07:48,
572,__omi__,"Mobile: Date: 18-01-2023
Activity: MMU CARD SWAP
Site Code:CPSDR15
NCR: 580169

after this CR, VLAN seems mismatched.",Rabbani,"@__omi__ vai, Restored Now,  Switch port Mismatch at CPSDR15 EMTN-01 for 1469,2469,3469 VLAN",2023-01-20 07:51,
573,Rabbani,"@Barsha Apu, As discussed above sites up,  Switch port mismatched.  There are 3 LAN (1G) in between CPSDR15 TN to RTN but currently only 1 LAN(CPSDR15 EMTN-01 TR7) is used for traffic which may over utilized in busy hour ( Current Utilization 750 Mb),  Need to re arrange VLAN as per TNP plan to avoid further quality issue.",You,"Mobile: Date: 18-01-2023
Activity: MMU CARD SWAP
Site Code:CPSDR15
NCR: 580169

after this CR, VLAN seems mismatched.",2023-01-20 08:09,
574,Gowranggo Risi,"CPSDR90,CPSDR91,CPSDR93 these sites were down  due to CR:580169 activities

Seems during restoring above sites these sites CPSDR69,CPSDRA4,CPSDR68 are down Bhaiya. Issue again escalated to CR Owner Sudipda da in RolloutProjectCRFolloup WA group",Md. Hasib Ur Rahman,"not yet, still down vaia",2023-01-20 06:52,
575,Md. Hasib Ur Rahman,"Update of Site Down at 03:00 On 20-01-2023

Region: 2G/3G/4G
National: 23/14/23

DHK_M: 4/1/4
DHK_N: 1/3/3
DHK_S: 2/0/1
DHK_O: 5/1/1
CTG_M: 2/2/2
CTG_N: 2/0/1
CTG_S: 0/0/0
COM: 0/0/4
NOA: 3/0/3
SYL: 3/3/3
MYM: 0/1/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 1/1/1",,,2023-01-20 03:04,
576,Md. Hasib Ur Rahman,"Update of Site Down at 04:00 On 20-01-2023

Region: 2G/3G/4G
National: 27/16/24

DHK_M: 5/2/4
DHK_N: 0/1/1
DHK_S: 2/0/1
DHK_O: 5/1/1
CTG_M: 2/2/2
CTG_N: 2/0/1
CTG_S: 0/0/0
COM: 2/2/5
NOA: 3/0/3
SYL: 2/2/2
MYM: 0/1/0
BAR: 0/1/0
KHL: 1/2/1
KUS: 3/2/3
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-20 04:11,
577,Shahin Vaia,"Incident Notification:
Robi-Vulta to BTCL Primary IIG route is down
Impact: No outage (Traffic is up through redundant path)
Severity: C-3
FT: 05:28_20/01
ERT: 04 hrs
Cause: Suspecting Fiber cut
Unit: BTCL
Tracking ID: RDCNM2301200528",,,2023-01-20 05:52,
578,Txmonitoring,Fiber incident update at 06:00_20/01,,,2023-01-20 06:03,
579,Shahin Vaia,"Pending Incidents at 06:00_20/01/2023

Fiber Network:

1. CGHTZ11 (Egaromile) to RMKKL05 (Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. BMKSB05 (Kheora bazar,Brahmanbaria) to BMKSB23(Sayedabad, Kashba) BTCL DWDM fiber still down
Impact: No outage
Severity: C-3
FT: 21:13_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. NOSNB07 (Khajuria_land_55m) to LXRGN06 (Hanubaish) Robi OSN fiber is down 
Impact: No outage
Severity: C-3
FT: 10:34_19/01
ERT: Yet to share
Unit: Fiber Ops 
Vendor: Hamida (Robi Own)

4. DHAPT24 (Dhaka-1) to DHGULM1 (DH0325) Robi IRU DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 03:40_20/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: Hamida (Rob…",,,2023-01-20 06:09,Read more
580,Md. Hasib Ur Rahman,"Update of Site Down at 06:00 On 20-01-2023

Region: 2G/3G/4G
National: 29/18/27

DHK_M: 4/2/4
DHK_N: 1/2/2
DHK_S: 2/0/1
DHK_O: 5/1/1
CTG_M: 2/2/2
CTG_N: 2/0/2
CTG_S: 1/0/0
COM: 2/2/5
NOA: 3/0/3
SYL: 2/2/2
MYM: 0/1/0
BAR: 0/1/0
KHL: 2/3/2
KUS: 3/2/3
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-20 06:15,
581,Gowranggo Risi,"Incident Tracker Consistency Status_19/01/23:

• Incident notified: 25
• Incident in tracker (ISDP): 25
• Mismatch found (Y/N): N
• Rectification status: 0",,,2023-01-20 06:29,
582,Arif RANFLS,"20-Jan'23@05:45
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-20 06:33,
583,Jalal Vaia,Restored?,Md. Hasib Ur Rahman,"Following sites are down, but alarm not appeared in 2G/3G except 4G:
CPSDR69,CPSDRA4,CPSDR68
TXFLS checking ongoing",2023-01-20 06:35,
584,Gowranggo Risi,@Md. Hasib Ur Rahman  vai please check,Jalal Vaia,Restored?,2023-01-20 06:39,
585,Md. Hasib Ur Rahman,checking,Gowranggo Risi,@Md. Hasib Ur Rahman  vai please check,2023-01-20 06:40,
586,Md. Hasib Ur Rahman,"not yet, still down vaia",Jalal Vaia,Restored?,2023-01-20 06:43,
587,Txmonitoring,Fiber incident update at 0:00_20/01,,,2023-01-20 00:01,
588,Md. Hasib Ur Rahman,"Update of Site Down at 00:00 On 20-01-2023

Region: 2G/3G/4G
National: 24/16/26

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 5/4/0
CTG_M: 2/2/2
CTG_N: 1/0/0
CTG_S: 0/0/1
COM: 1/2/6
NOA: 4/0/5
SYL: 1/1/1
MYM: 0/1/0
BAR: 0/1/0
KHL: 1/1/1
KUS: 3/2/3
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-20 00:04,
589,Arif RANFLS,"19-Jan'23@23:00
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-20 00:15,
590,Gowranggo Risi,Any Issue at Comilla @Md. Hasib Ur Rahman  Vai ?,Md. Hasib Ur Rahman,"Update of Site Down at 00:00 On 20-01-2023

Region: 2G/3G/4G
National: 24/16/26

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 5/4/0
CTG_M: 2/2/2
CTG_N: 1/0/0
CTG_S: 0/0/1
COM: 1/2/6
NOA: 4/0/5
SYL: 1/1/1
MYM: 0/1/0
BAR: 0/1/0
KHL: 1/1/1
KUS: 3/2/3
RAJ: 0/0/0
RANG: 0/0/0",2023-01-20 00:17,
591,Md. Hasib Ur Rahman,checking,Gowranggo Risi,Any Issue at Comilla @Md. Hasib Ur Rahman  Vai ?,2023-01-20 00:22,
592,Md. Hasib Ur Rahman,"Following sites are down, but alarm not appeared in 2G/3G except 4G:
CPSDR69,CPSDRA4,CPSDR68
TXFLS checking ongoing",Md. Hasib Ur Rahman,checking,2023-01-20 00:38,
593,Gowranggo Risi,If 2G down and alarm not appear in SEM then please send mail to OSS,Md. Hasib Ur Rahman,"Following sites are down, but alarm not appeared in 2G/3G except 4G:
CPSDR69,CPSDRA4,CPSDR68
TXFLS checking ongoing",2023-01-20 00:42,
594,Md. Hasib Ur Rahman,ok,Gowranggo Risi,If 2G down and alarm not appear in SEM then please send mail to OSS,2023-01-20 00:43,
595,Shahin Vaia,"Pending Incidents at 00:30_20/01/2023

Fiber Network:

1. CGHTZ11 (Egaromile) to RMKKL05 (Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. BMKSB05(Kheora bazar,Brahmanbaria) to BMKSB23(Sayedabad, Kashba) BTCL DWDM fiber still down
Impact: No outage
Severity: C-3
FT: 21:13_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. NOSNB07(Khajuria_land_55m) to LXRGN06(Hanubaish) Robi OSN fiber is down 
Impact: No outage
Severity: C-3
FT: 10:34_19/01
ERT: Yet to share
Unit: Fiber Ops 
Vendor: Hamida(Robi Own)

4. DHAPT24(Dhaka-1) to GPSDRP3(GP1626) Robi IRU DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 16:28_19/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: Hamida (Robi IRU)…",,,2023-01-20 00:49,Read more
596,Md. Hasib Ur Rahman,"Update of Site Down at 01:00 On 20-01-2023

Region: 2G/3G/4G
National: 18/10/19

DHK_M: 4/1/4
DHK_N: 0/1/1
DHK_S: 2/0/1
DHK_O: 4/1/1
CTG_M: 1/1/1
CTG_N: 2/0/1
CTG_S: 0/0/0
COM: 1/2/6
NOA: 3/0/3
SYL: 1/1/1
MYM: 0/1/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-20 01:09,
597,Arif RANFLS,"20-Jan'23@00:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-20 01:10,
598,Md. Hasib Ur Rahman,"Update of Site Down at 02:00 On 20-01-2023

Region: 2G/3G/4G
National: 21/14/24

DHK_M: 4/1/4
DHK_N: 0/1/1
DHK_S: 2/0/1
DHK_O: 4/3/3
CTG_M: 1/1/1
CTG_N: 2/0/1
CTG_S: 0/0/0
COM: 0/1/5
NOA: 3/0/3
SYL: 1/1/1
MYM: 0/1/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 3/2/3
RAJ: 0/0/0
RANG: 1/1/1",,,2023-01-20 02:04,
599,Arif RANFLS,"20-Jan'23@01:45
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-20 02:41,
600,Txmonitoring,Fiber incident update at 03:00_20/01,,,2023-01-20 03:01,
601,Gowranggo Risi,Acknowledged BHaiya,Jalal Vaia,"Dear Night Shift, please keep your full attention on your respective part and role. Not feeling good for yesterday’s incident. Yesterday’s incident could be avoided or restoration could be faster as per my observation.",2023-01-19 22:26,
602,Gowranggo Risi,Not Showing in SEM. FLS is checking bhaiya,Jalal Vaia,Is it?,2023-01-19 22:28,
603,AHM Jubayer,All sites getting Down.,Gowranggo Risi,Not Showing in SEM. FLS is checking bhaiya,2023-01-19 22:30,
604,Shahin Vaia,In shaa Allah.. Noted with Tnx,Jalal Vaia,"Dear Night Shift, please keep your full attention on your respective part and role. Not feeling good for yesterday’s incident. Yesterday’s incident could be avoided or restoration could be faster as per my observation.",2023-01-19 22:33,
605,Arif RANFLS,"CPSDR90: Heartbeat Failure (Suspecting TX Issue)
CPSDR91: Need to check Power Issue.
CPSDR93: Heartbeat Failure (Suspecting TX Issue)",Gowranggo Risi,@Arif RANFLS  Vai please check,2023-01-19 22:33,
606,AHM Jubayer,Checking Bhai,Arif RANFLS,"CPSDR90: Heartbeat Failure (Suspecting TX Issue)
CPSDR91: Need to check Power Issue.
CPSDR93: Heartbeat Failure (Suspecting TX Issue)",2023-01-19 22:35,
607,AHM Jubayer,All sites Restored & taking traffic.,Arif RANFLS,"CPSDR90: Heartbeat Failure (Suspecting TX Issue)
CPSDR91: Need to check Power Issue.
CPSDR93: Heartbeat Failure (Suspecting TX Issue)",2023-01-19 22:40,
608,Md. Hasib Ur Rahman,"Update of Site Down at 23:00 On 19-01-2023

Region: 2G/3G/4G
National: 19/16/22

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 4/5/1
CTG_M: 2/2/2
CTG_N: 0/0/0
CTG_S: 0/0/0
COM: 2/3/7
NOA: 3/0/3
SYL: 2/1/2
MYM: 0/1/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-19 23:07,
609,Gowranggo Risi,COM Any issue ?,Md. Hasib Ur Rahman,"Update of Site Down at 23:00 On 19-01-2023

Region: 2G/3G/4G
National: 19/16/22

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 4/5/1
CTG_M: 2/2/2
CTG_N: 0/0/0
CTG_S: 0/0/0
COM: 2/3/7
NOA: 3/0/3
SYL: 2/1/2
MYM: 0/1/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",2023-01-19 23:19,
610,Md. Hasib Ur Rahman,Discrete,Gowranggo Risi,COM Any issue ?,2023-01-19 23:26,
611,Jahid Vaia,"Please share observation of Delay  & TCP Connection SR from DNA
@Core/SM",,,2023-01-19 23:27,
612,Jahid Vaia,"SOC Observation:

*1. 11 QoS issue found & WIP for resolution [Source: NCEIP]
*2. Packet loss observed in Aamra-Akhter, Aamra-Alekharchar & Level3-Dhaka3 route for FB & YouTube.[Source: ICMP Packet Loss /NCEIP]
3. No IIG capping or traffic degradation observed [Source: MRTG]
4. No Critical alarm [Source: U2020 EMS]
5. PDP SR= 100% till 1930_19/01 [Source: U2020 EMS]
6. FNA & GGC Ok till 19:00_19/01 & 17:45_19/01 Respectively",,,2023-01-19 23:28,
613,Jahid Vaia,"In this findings, observation from DNA part missing...pls ensure this checkpoint in the list
@Core/SM",Jahid Vaia,"SOC Observation:

*1. 11 QoS issue found & WIP for resolution [Source: NCEIP]
*2. Packet loss observed in Aamra-Akhter, Aamra-Alekharchar & Level3-Dhaka3 route for FB & YouTube.[Source: ICMP Packet Loss /NCEIP]
3. No IIG capping or traffic degradation observed [Source: MRTG]
4. No Critical alarm [Source: U2020 EMS]
5. PDP SR= 100% till 1930_19/01 [Source: U2020 EMS]
6. FNA & GGC Ok till 19:00_19/01 & 17:45_19/01 Respectively",2023-01-19 23:29,
614,Chanda Bhai,Who is working for number 2,,,2023-01-19 23:29,
615,Barsha,Pls check these current site status,Barsha,"CPSDR90,CPSDR91,CPSDR93 these sites are down from yesterday to till now due to CR:580169 activities which are not reported in SEM.

@  please check the issue and take necessary measures to restore the sites ASAP",2023-01-19 22:18,
616,Gowranggo Risi,@Arif RANFLS  Vai please check,Barsha,Pls check these current site status,2023-01-19 22:20,
617,Arif RANFLS,Checking bhaia,Gowranggo Risi,@Arif RANFLS  Vai please check,2023-01-19 22:22,
618,Jalal Vaia,"Dear Night Shift, please keep your full attention on your respective part and role. Not feeling good for yesterday’s incident. Yesterday’s incident could be avoided or restoration could be faster as per my observation.",Alauddin Vai,"The Duty Handover to Night shift at 22:15 on 19-Jan-2023:

SM: Gowranggo Da 
CNM: Shahin Vi
TX_M: Mahbub Vi
TX_FLS: Jubayer Bro
RAN_M: Hasib Bro
RAN_FLS: Arif Bro

BO Support Concerns for this week (15 January to 21 th January_2023)

CN_BO: CS_ Arif & PS_ Abeer
TX_BO: Toriqul
RAN_BO: Zakeer
OSS: Paroma
IP TNO:  Abul Kashem
TSPR: Monoj
DCN_Net: Mostaq

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bhaiya",2023-01-19 22:24,
619,Jalal Vaia,"CPSDR90,CPSDR91,CPSDR93 these sites are down from yesterday to till now due to CR:580169 activities which are not reported in SEM.

@ Sudipto da please check the issue and take necessary measures to restore the sites ASAP",,,2023-01-19 22:25,
620,Jalal Vaia,Is it?,Jalal Vaia,"CPSDR90,CPSDR91,CPSDR93 these sites are down from yesterday to till now due to CR:580169 activities which are not reported in SEM.

@  please check the issue and take necessary measures to restore the sites ASAP",2023-01-19 22:25,
